ChoiceListName,ChoiceValue,LabelEn,LabelSw,ZoneValue,RegionValue,DistrictValue,WardValue,CropNameValue,TechnologyValue
water_tech_list,1,"1)Drip irrigation systems,",Mfumo wa umwagiliaji wa matone (Drip Irrigation),,,,,,
water_tech_list,2,"2)Solar-powered drip irrigation systems,",Mfumo wa umwagiliaji wa matone unaotumia nishati ya jua,,,,,,
water_tech_list,3,"3)Sprinkler irrigation systems,",Mfumo wa umwagiliaji wa kunyunyizia maji (Sprinkler Irrigation),,,,,,
water_tech_list,4,"4)Solar-powered sprinkler irrigation systems,",Mfumo wa umwagiliaji wa kunyunyizia maji unaotumia nishati ya jua,,,,,,
water_tech_list,5,"5)Borehole irrigation with solar pumping,",Umwagiliaji kwa kutumia kisima kirefu na pampu ya nishati ya jua,,,,,,
water_tech_list,6,"6)River/lake abstraction with solar pumping, where legally permitted,",Umwagiliaji kwa kutumia maji kutoka mto au ziwa na pampu ya nishati ya jua pale ambapo unaruhusiwa kisheria,,,,,,
water_tech_list,7,"7)Rainwater harvesting irrigation systems,",Mfumo wa umwagiliaji kwa kuvuna na kuhifadhi maji ya mvua,,,,,,
water_tech_list,8,"8)Farm pond and charco dam irrigation systems,",Mfumo wa umwagiliaji kwa kutumia bwawa la shambani au bwawa la Charco,,,,,,
water_tech_list,9,"9)Water storage tanks and reservoir-based irrigation,",Mfumo wa umwagiliaji unaotumia matenki ya kuhifadhi maji au mabwawa ya hifadhi,,,,,,
water_tech_list,10,"10)Gravity-fed irrigation systems,",Mfumo wa umwagiliaji unaotumia mtiririko wa maji kwa nguvu ya mwinuko (Gravity-fed Irrigation),,,,,,
water_tech_list,11,"11)Canal irrigation improvement, including lining, desilting and flow regulation,","Uboreshaji wa mifereji ya umwagiliaji ikijumuisha kuweka tabaka la kuzuia uvujaji wa maji, kuondoa tope na kudhibiti mtiririko wa maji",,,,,,
water_tech_list,12,"12)Paddy water management systems, including controlled flooding and drainage,",Mfumo wa usimamizi wa maji kwenye mashamba ya mpunga ikijumuisha kufurika kwa kudhibitiwa na uondoshaji wa maji,,,,,,
water_tech_list,13,"13)Land levelling for paddy or similar irrigated fields to improve water-use efficiency,",Kusawazisha ardhi kwa mashamba ya mpunga au mashamba mengine ya umwagiliaji ili kuongeza ufanisi wa matumizi ya maji,,,,,,
water_tech_list,14,"14)Micro-irrigation systems for horticulture and high-value crops,",Mfumo wa umwagiliaji wa kiwango kidogo (Micro-irrigation) kwa mazao ya bustani na mazao yenye thamani kubwa,,,,,,
water_tech_list,15,"15)Precision irrigation systems using sensors, timers or moisture monitoring,","Mfumo wa umwagiliaji wa kisasa unaotumia vihisi (sensors), vipima muda (timers) au vifaa vya kufuatilia unyevunyevu wa udongo",,,,,,
water_tech_list,16,"16)Efficient electric pump irrigation systems,",Mfumo wa umwagiliaji unaotumia pampu za umeme zenye ufanisi mkubwa,,,,,,
water_tech_list,17,"17)Hybrid solar-grid irrigation systems,",Mfumo wa umwagiliaji unaotumia mchanganyiko wa nishati ya jua na umeme wa gridi ya taifa,,,,,,
water_tech_list,18,"18)Low-pressure irrigation systems for smallholder farmers,",Mfumo wa umwagiliaji wa shinikizo la chini kwa wakulima wadogo,,,,,,
water_tech_list,96,19)Other Eligible; Specify.,"Nyingine zinazostahili, taja:",,,,,,
irr_base_list,1,"1)Rainfed farming with no water management system,",Kilimo cha kutegemea mvua bila mfumo wa usimamizi wa maji,,,,,,
irr_base_list,2,"2)Traditional flood irrigation,",Umwagiliaji wa jadi kwa kufurikisha maji shambani,,,,,,
irr_base_list,3,"3)Uncontrolled paddy flooding,",Kufurika kwa mashamba ya mpunga bila udhibiti wa kiwango cha maji,,,,,,
irr_base_list,4,"4)Diesel-powered pump irrigation,",Umwagiliaji unaotumia pampu za dizeli,,,,,,
irr_base_list,5,"5)Petrol-powered pump irrigation,",Umwagiliaji unaotumia pampu za petroli,,,,,,
irr_base_list,6,"6)Manual irrigation using buckets or watering cans,",Umwagiliaji wa mikono kwa kutumia ndoo au mikebe ya kumwagilia maji,,,,,,
irr_base_list,7,"7)Open canal irrigation with high seepage losses,",Umwagiliaji kupitia mifereji ya wazi yenye upotevu mkubwa wa maji kutokana na kuvuja ardhini,,,,,,
irr_base_list,8,"8)Unlined canal irrigation,",Umwagiliaji kupitia mifereji isiyo na tabaka la kuzuia uvujaji wa maji,,,,,,
irr_base_list,9,"9)Poorly maintained irrigation canals with siltation,",Umwagiliaji kupitia mifereji isiyotunzwa vizuri yenye mkusanyiko wa tope,,,,,,
irr_base_list,10,"10)Over-irrigation without scheduling or water measurement,",Umwagiliaji wa maji kupita kiasi bila ratiba au kipimo cha matumizi ya maji,,,,,,
irr_base_list,11,"11)Gravity irrigation with poor flow control,",Umwagiliaji wa mtiririko wa maji kwa nguvu ya mwinuko wenye udhibiti hafifu wa mtiririko wa maji,,,,,,
irr_base_list,12,"12)Traditional furrow irrigation with high water loss,",Umwagiliaji wa mifereji ya matuta (furrow irrigation) wa jadi wenye upotevu mkubwa wa maji,,,,,,
irr_base_list,13,"13)Inefficient basin irrigation without drainage control,",Umwagiliaji wa mabonde (basin irrigation) usio na ufanisi na usio na udhibiti wa mifumo ya kutoa maji,,,,,,
irr_base_list,14,"14)Irrigation without water storage or harvesting system,",Umwagiliaji usio na mfumo wa kuhifadhi au kuvuna maji,,,,,,
irr_base_list,96,15)Other Non-Sustainable / Inefficient Practice; Specify,"Mbinu nyingine zisizo endelevu au zisizo na ufanisi, taja: __",,,,,,
reporting_period,year1,Year 1,Mwaka wa 1,,,,,,
reporting_period,year2,Year 2,Mwaka wa 2,,,,,,
reporting_period,year3,Year 3,Mwaka wa 3,,,,,,
reporting_period,endline,Endline,Tathmini ya mwisho,,,,,,
cost_item,1,Land clearing,Usafishaji wa shamba,,,,,,
cost_item,2,Ploughing,Kulima,,,,,,
cost_item,3,Tractor hire,Kukodi trekta,,,,,,
cost_item,4,Seeds,Mbegu,,,,,,
cost_item,5,Fertilizer,Mbolea,,,,,,
cost_item,6,Herbicides,Dawa za kuua magugu,,,,,,
cost_item,7,Manure,Mbolea ya samadi,,,,,,
cost_item,8,Irrigation water,Maji ya umwagiliaji,,,,,,
cost_item,9,Irrigation fuel,Mafuta ya umwagiliaji,,,,,,
cost_item,10,Scouting,Ukaguzi wa shamba,,,,,,
cost_item,11,Harvest labour,Gharama za wafanyakazi wa kuvuna,,,,,,
cost_item,12,Drying materials,Vifaa vya kukaushia mazao,,,,,,
cost_item,13,Storage bags,Magunia ya kuhifadhia,,,,,,
cost_item,14,Cold room,Ghala la baridi,,,,,,
cost_item,15,Transport,Usafirishaji,,,,,,
cost_item,16,Milling,Kusaga,,,,,,
cost_item,17,Packaging,Ufungashaji,,,,,,
cost_item,18,Market fees,Ada za soko,,,,,,
cost_item,19,Insurance,Bima,,,,,,
cost_item,20,Interest,Riba,,,,,,
cost_item,21,Monitoring,Ufuatiliaji,,,,,,
unit_measure,man_day,Man-day,Siku ya kazi,,,,,,
unit_measure,person,Person,Mtu,,,,,,
unit_measure,hour,Hour,Saa,,,,,,
unit_measure,day,Day,Siku,,,,,,
unit_measure,acre,Acre,Ekari,,,,,,
unit_measure,hectare,Hectare,Hekta,,,,,,
unit_measure,plot,Plot,Kiwanja,,,,,,
unit_measure,kg,Kilogram (kg),Kilogramu (kg),,,,,,
unit_measure,gram,Gram (g),Gramu (g),,,,,,
unit_measure,tonne,Tonne,Tani,,,,,,
unit_measure,bag,Bag,Gunia,,,,,,
unit_measure,sack,Sack,Mfuko,,,,,,
unit_measure,bucket,Bucket,Ndoo,,,,,,
unit_measure,crate,Crate,Kreti,,,,,,
unit_measure,tray,Tray,Trei,,,,,,
unit_measure,bunch,Bunch,Fungu,,,,,,
unit_measure,piece,Piece,Kipande,,,,,,
unit_measure,seedling,Seedling,Mche,,,,,,
unit_measure,tree,Tree,Mti,,,,,,
unit_measure,litre,Litre (L),Lita (L),,,,,,
unit_measure,ml,Millilitre (ml),Mililita (ml),,,,,,
unit_measure,cubic_metre,Cubic metre (m³),Meta za ujazo (m³),,,,,,
unit_measure,km,Kilometre (km),Kilomita (km),,,,,,
unit_measure,trip,Trip,Safari,,,,,,
unit_measure,month,Month,Mwezi,,,,,,
unit_measure,season,Season,Msimu,,,,,,
unit_measure,unit,Unit,Kipimo,,,,,,
unit_measure,kwh,Kilowatt-hour (kWh),Kilowati saa (kWh),,,,,,
unit_measure,litre_fuel,Litre of fuel,Lita ya mafuta,,,,,,
unit_measure,percent,Percent (%),Asilimia (%),,,,,,
unit_measure,lump_sum,Lump sum,Jumla ya malipo,,,,,,
intervention,1,Improved seeds,Mbegu bora,,,,,,
intervention,2,Improved seedlings,Miche bora,,,,,,
intervention,3,Fertilizer support,Msaada wa mbolea,,,,,,
intervention,4,Organic manure,Mbolea ya samadi,,,,,,
intervention,5,Agricultural lime,Chokaa ya kilimo,,,,,,
intervention,6,Irrigation system,Mfumo wa umwagiliaji,,,,,,
intervention,7,Solar irrigation pump,Pampu ya umwagiliaji ya nishati ya jua,,,,,,
intervention,8,Rainwater harvesting,Uvunaji wa maji ya mvua,,,,,,
intervention,9,Farm mechanisation,Matumizi ya mashine za kilimo,,,,,,
intervention,10,Tractor services,Huduma za trekta,,,,,,
intervention,11,Herbicides,Dawa za kuua magugu,,,,,,
intervention,12,Pesticides,Dawa za kuua wadudu,,,,,,
intervention,13,Integrated pest management,Usimamizi shirikishi wa wadudu,,,,,,
intervention,14,Agricultural extension services,Huduma za ugani,,,,,,
intervention,15,Farmer training,Mafunzo kwa wakulima,,,,,,
intervention,16,Climate and weather information,Taarifa za hali ya hewa na tabianchi,,,,,,
intervention,17,Agroforestry,Kilimo mseto na miti,,,,,,
intervention,18,Soil conservation,Uhifadhi wa udongo,,,,,,
intervention,19,Water conservation,Uhifadhi wa maji,,,,,,
intervention,20,Post-harvest handling,Ushughulikiaji baada ya mavuno,,,,,,
intervention,21,Improved storage facilities,Vifaa bora vya kuhifadhi,,,,,,
intervention,22,Cold storage,Hifadhi ya baridi,,,,,,
intervention,23,Processing equipment,Vifaa vya uchakataji,,,,,,
intervention,24,Value addition,Uongezaji thamani,,,,,,
intervention,25,Improved packaging,Ufungashaji bora,,,,,,
intervention,26,Market linkages,Uunganishaji na masoko,,,,,,
intervention,27,Collective marketing,Uuzaji wa pamoja,,,,,,
intervention,28,Digital marketing,Uuzaji wa kidijitali,,,,,,
intervention,29,Financial services,Huduma za kifedha,,,,,,
intervention,30,Agricultural insurance,Bima ya kilimo,,,,,,
intervention,31,Agricultural credit,Mikopo ya kilimo,,,,,,
intervention,32,Farmer groups/cooperatives,Vikundi au vyama vya wakulima,,,,,,
intervention,33,Quality certification,Uthibitishaji wa ubora,,,,,,
intervention,34,Renewable energy technologies,Teknolojia za nishati jadidifu,,,,,,
intervention,35,Technical monitoring and follow-up,Ufuatiliaji wa kitaalamu,,,,,,
intervention,96,Other (specify),Nyingine (taja),,,,,,
adaptation_result,1,Increased crop yield,Kuongezeka kwa mavuno,,,,,,
adaptation_result,2,Stable crop production,Kuimarika kwa uthabiti wa uzalishaji,,,,,,
adaptation_result,3,Reduced production costs,Kupungua kwa gharama za uzalishaji,,,,,,
adaptation_result,4,Increased farm income,Kuongezeka kwa mapato ya kilimo,,,,,,
adaptation_result,5,Increased profitability,Kuongezeka kwa faida,,,,,,
adaptation_result,6,Improved product quality,Kuimarika kwa ubora wa mazao,,,,,,
adaptation_result,7,Reduced post-harvest losses,Kupungua kwa upotevu baada ya mavuno,,,,,,
adaptation_result,8,Improved storage capacity,Kuboreshwa kwa uwezo wa kuhifadhi,,,,,,
adaptation_result,9,Improved processing capacity,Kuboreshwa kwa uwezo wa uchakataji,,,,,,
adaptation_result,10,Improved market access,Kuongezeka kwa upatikanaji wa masoko,,,,,,
adaptation_result,11,Better selling prices,Bei bora za mauzo,,,,,,
adaptation_result,12,Increased sales volume,Kuongezeka kwa mauzo,,,,,,
adaptation_result,13,Improved water use efficiency,Matumizi bora ya maji,,,,,,
adaptation_result,14,Improved energy efficiency,Matumizi bora ya nishati,,,,,,
adaptation_result,15,Improved soil fertility and health,Kuimarika kwa rutuba na afya ya udongo,,,,,,
adaptation_result,16,Increased climate resilience,Kuongezeka kwa uwezo wa kukabiliana na mabadiliko ya tabianchi,,,,,,
adaptation_result,17,Improved drought resilience,Kuongezeka kwa uwezo wa kukabiliana na ukame,,,,,,
adaptation_result,18,Better pest and disease management,Kuboreshwa kwa udhibiti wa wadudu na magonjwa,,,,,,
adaptation_result,19,Improved household food security,Kuimarika kwa usalama wa chakula wa kaya,,,,,,
adaptation_result,20,Improved household nutrition,Kuboreshwa kwa lishe ya kaya,,,,,,
adaptation_result,21,Increased employment opportunities,Kuongezeka kwa fursa za ajira,,,,,,
adaptation_result,22,Increased participation of women and youth,Kuongezeka kwa ushiriki wa wanawake na vijana,,,,,,
adaptation_result,23,Improved access to financial services,Kuongezeka kwa upatikanaji wa huduma za kifedha,,,,,,
adaptation_result,24,Improved farming knowledge and skills,Kuongezeka kwa maarifa na ujuzi wa kilimo,,,,,,
adaptation_result,25,Improved environmental conservation,Kuimarika kwa uhifadhi wa mazingira,,,,,,
adaptation_result,26,Reduced greenhouse gas emissions,Kupungua kwa uzalishaji wa gesi chafu,,,,,,
adaptation_result,27,Improved household livelihoods,Kuboreshwa kwa maisha ya kaya,,,,,,
adaptation_result,96,Other (specify),Nyingine (taja),,,,,,
verification,1,Farmer interview,Mahojiano na mkulima,,,,,,
verification,2,Field observation,Uchunguzi wa shambani,,,,,,
verification,3,Field measurement,Vipimo vya shambani,,,,,,
verification,4,Farm production records,Rekodi za uzalishaji wa shambani,,,,,,
verification,5,Sales records,Rekodi za mauzo,,,,,,
verification,6,Purchase receipts,Risiti za ununuzi,,,,,,
verification,7,Input purchase receipts,Risiti za ununuzi wa pembejeo,,,,,,
verification,8,Loan records,Rekodi za mkopo,,,,,,
verification,9,Farmer group or cooperative records,Rekodi za kikundi au chama cha ushirika,,,,,,
verification,10,Warehouse or storage records,Rekodi za ghala au hifadhi,,,,,,
verification,11,Extension officer verification,Uthibitisho wa afisa ugani,,,,,,
verification,12,Relationship Manager verification,Uthibitisho wa Meneja wa Mahusiano,,,,,,
verification,13,TACATDP project records,Rekodi za mradi wa TACATDP,,,,,,
verification,14,Digital platform records,Rekodi za mfumo wa kidijitali,,,,,,
verification,15,GPS coordinates and photographs,Koordinati za GPS na picha,,,,,,
verification,16,Community validation,Uthibitisho wa jamii,,,,,,
verification,96,Other (specify),Nyingine (taja),,,,,,
